id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aço_A300,tipo_do_aço_A400,espessura_da_chapa_de_aço,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientaçao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
1880,649,661.0,5683008,5683014,100,521,-229,66,75006.0,127.0,1692,Sim,Não,80.0,101.07631328702607,0.4144,0.4121,0.4193,0.0184,0.5,0.9194,0.06293851527637499,0.16951429932948783,1.0,2.7168,1.3979,1.6628,0.5806,-0.1823,0.9997,89,False,False,False,False,Não,True,Não
1881,1598,1610.0,938265,-166,100,80,30,-194,6146.0,109.0,1688,Sim,não,70.0,68.58597648537477,0.1165,0.5098,0.3889,0.0066,0.48,0.6875,0.4846748470644695,0.4846748470644695,1.0,1.9031,1.0414,1.0414,0.6111,-0.2826,0.3329,82,False,False,False,False,não,False,Sim
1882,1245,-186.0,1436808,1436828,100,15208,556,-194,185716.0,141.0,1400,Não,sim,40.0,58.04282193391812,0.0557,0.5391,0.915,0.1071,0.2841,0.4157,-0.3703046615639766,0.6296953384360233,1.0,3.2076,2.1761,2.1644,0.085,-0.093,1.0,25,False,False,True,False,não,False,Não
1883,-11,617.0,2265114,2265115,100,150,23,20,18361.0,124.0,1353,não,Sim,,74.26020206556737,0.9148,0.3036,0.32,0.0096,0.5,1.0,-0.17773927774586826,-0.17773927774586826,1.0,2.1761,1.1139,1.301,0.68,,0.4089,90,False,False,False,0,Não,True,Não
1884,1049,1058.0,-20,643193,100,171,22,28,17820.0,127.0,1362,Não,Sim,40.0,79.63068752274955,0.4721,0.3214,0.3571,0.0066,0.4091,1.0,-0.00792172708767811,-0.00792172708767811,1.0,2.233,0.9542,1.4472,0.6429,-0.1703,0.463,84,False,False,False,False,não,True,Não
1885,-11,1688.0,778450,778465,100,-206,34,35,32134.0,116.0,1698,Não,Sim,70.0,79.58479276708375,0.0236,0.4259,0.28,0.0053,0.3158,1.0,0.08404834764588204,0.08404834764588204,1.0,2.4609,0.9542,1.5441,0.72,-0.1776,0.633,96,False,False,False,False,Não,True,Não
1886,-11,-186.0,12989953,2082338,100,68,12,11,8107.0,134.0,1654,sim,Não,70.0,79.15794991557429,0.0532,0.3232,0.8182,0.0066,0.75,1.0,-0.24288105597649384,-0.24288105597649384,1.0,1.8325,0.9542,1.0414,0.1818,-0.1301,0.2051,92,False,False,False,False,não,True,Não
1887,0,17.0,10391495,10391507,100,166,-229,-194,17564.0,,-214,Sim,,70.0,88.15906484869386,0.0,0.6042,0.6522,0.014,0.65,0.7907,0.1272183133392269,0.1272183133392269,0.0,2.2201,1.2787,1.2787,-0.3478,-0.1855,0.4913,95,False,False,False,False,Não,False,Sim
1888,1065,1084.0,908862,908986,100,226,28,29,25491.0,132.0,1364,Não,sim,40.0,75.97194945469775,0.4106,0.7479,0.9524,0.0139,0.6786,0.9259,-0.14215180412127484,-0.14215180412127484,1.0,2.3541,1.2787,1.3222,0.0476,-0.1261,0.6868,89,False,False,False,False,não,False,Sim
1889,41,-186.0,2275954,2276025,100,-206,286,147,656298.0,124.0,1358,não,sim,40.0,82.13349927513131,0.0604,0.4369,0.3729,0.1254,0.5944,0.4587,-0.24449446568934607,-0.28185381059901954,0.0,3.8006,2.2304,1.8195,-0.6271,-0.1882,1.0,46,False,False,True,False,não,False,Não
1890,1036,1054.0,1226170,1226204,100,103,33,12,13866.0,140.0,1362,sim,não,80.0,86.44681225284954,0.4599,0.4515,0.375,0.0176,0.7273,0.75,0.06822189015360455,0.1772712645219919,0.0,2.0128,1.3802,0.9542,-0.625,-0.0099,0.3601,120,False,False,False,False,Não,True,Não
1891,145,171.0,949306,-166,100,1994,204,209,236010.0,103.0,1358,Sim,não,70.0,82.19417999876913,0.1193,0.6469,0.1913,0.0236,0.1624,0.9273,1.0019266809432814,0.0019266809432813448,1.0,3.2997,1.5051,2.3096,0.8087,-0.2663,1.0,80,False,True,False,False,Não,False,Não
1892,1539,1561.0,2627229,2627391,100,653,28,42,61209.0,124.0,1696,não,sim,90.0,86.7570751850848,0.1239,0.435,0.2857,0.0083,0.2963,1.0,-0.13091576715797057,-0.13091576715797057,1.0,2.7875,1.1461,1.6233,0.7143,-0.3105,0.9995,87,True,False,False,False,não,False,Não
1893,1065,-186.0,707576,707600,100,366,46,49,35856.0,124.0,1360,Não,Sim,40.0,62.9207297152071,0.4275,0.4954,0.1842,0.0094,0.6154,0.4108,0.25812218528945174,0.4560797938511543,1.0,2.5635,1.1139,1.5441,0.8158,-0.2513,0.8355,71,False,False,False,False,Não,False,Sim
1894,899,907.0,6791894,6791907,100,64,13,-194,7716.0,141.0,1360,Não,Sim,40.0,81.1448615840724,0.7202,0.15,0.8,0.0074,0.7692,1.0,-0.026508887761600597,-0.026508887761600597,0.0,1.8062,1.0,1.0,-0.2,0.031,0.2061,128,False,False,False,False,Não,False,Sim
1895,41,218.0,2300789,-166,100,6525,276,138,684236.0,119.0,1356,Não,Sim,40.0,82.29793941554557,0.0604,0.5008,0.3886,0.1274,0.6423,0.4853,-0.4469463549265757,-0.5790903865493819,0.0,3.8461,2.238,1.8062,-0.6114,-0.1834,1.0,43,False,False,True,False,Não,False,Não
1896,3976,793.0,844907,844932,100,377,30,33,37960.0,108.0,1364,sim,Não,-154.0,78.34412498523963,0.8792,0.3972,0.8421,0.0155,0.6,0.9565,-0.07763881880013071,-0.07763881880013071,1.0,2.5763,1.3222,1.5441,0.1579,-0.2108,0.8705,778,False,0,False,False,não,False,Sim
1897,765,774.0,533732,-166,100,137,18,27,14838.0,127.0,1690,Não,sim,70.0,74.02344371069245,0.9266,0.3925,0.3333,0.0059,0.4444,1.0,0.03991940846797271,0.135718020544716,1.0,2.1367,0.9031,1.4314,0.6667,-0.1784,0.4025,95,False,False,False,False,não,False,Sim
1898,763,772.0,4726828,4726836,100,-206,17,22,10160.0,127.0,1358,Sim,Não,70.0,84.61184525944144,0.8118,0.2727,0.7273,0.0081,0.6471,0.7273,0.16827583438237162,0.16827583438237162,1.0,2.0043,1.0414,1.3424,0.2727,-0.1685,0.4025,93,False,False,False,False,Não,False,Sim
1899,958,975.0,1340865,1340875,100,102,20,15,13829.0,140.0,1358,não,Sim,40.0,81.22943031387234,0.5712,0.3175,0.6,0.0118,0.9412,1.0,-0.030336816084029994,0.03256897262169531,0.0,2.0086,1.2041,1.1761,-0.4,0.0007,0.374,120,False,False,False,False,Não,False,Sim
1900,1073,1088.0,159043,159024,100,63,27,6,7451.0,142.0,1360,Não,sim,50.0,79.47407109005157,0.412,0.4207,0.7059,0.014,1.0,0.6667,0.2090863213532207,0.2090863213532207,0.0,1.7993,1.2787,0.9031,-0.2941,0.0012,0.3419,111,False,False,False,S,Não,False,Não
1901,1376,1384.0,237702,237720,100,68,14,12,6525.0,109.0,1627,Não,Sim,40.0,76.71609162472825,0.6026,0.4667,0.5333,0.0061,0.5714,0.8889,0.10881658657066078,0.236871738541828,1.0,1.8325,0.9031,1.0792,0.4167,-0.2492,0.2288,87,False,False,False,False,Não,False,Sim
1902,1212,1231.0,2312016,2312026,100,318,24,33,31789.0,126.0,-214,Não,Sim,40.0,77.10758788125781,0.3123,0.3688,0.4054,0.0132,0.4583,1.0,0.3519373912759924,0.3519373912759924,1.0,2.5024,1.2553,1.5185,0.5946,-0.2033,0.9373,89,False,False,False,False,não,True,Não
1903,1085,1098.0,-20,-166,100,279,28,-194,30229.0,109.0,1360,Sim,Não,300.0,72.34616140879187,0.4355,0.2868,0.36,0.0088,0.5714,1.0,0.11089265765942817,0.11089265765942817,1.0,2.4456,1.0792,1.3979,0.64,-0.2625,0.6422,79,False,False,False,False,Não,True,Não
1904,10636,1079.0,2421293,2421350,100,289,20,28,31062.0,134.0,1364,Não,Sim,-154.0,75.24397248167396,0.4164,0.35,0.6,0.011,0.75,1.0,0.11539667736942955,0.24653252099161138,,2.4609,1.1761,1.4472,0.4,-0.0903,0.3329,104,False,False,False,False,Não,True,Não
1905,41,216.0,612201,612252,100,6277,216,118,645839.0,126.0,1358,Não,S,40.0,70.60737755608146,0.0604,0.4604,0.8571,0.1289,0.6316,0.5349,0.13431507774308327,1.1343150777430833,0.0,3.7904,2.243,1.8195,-0.1429,-0.1903,1.0,37,False,False,True,False,não,False,Não
1906,0,13.0,-20,1148364,100,442,72,53,42686.0,127.0,1358,Não,sim,40.0,76.12817041395853,0.0,0.3555,0.283,0.0096,0.194,0.9815,-0.47126284562054976,-0.47126284562054976,1.0,2.6222,1.1139,1.7243,0.717,-0.1883,0.976,77,False,False,False,False,não,False,Sim
1907,41,192.0,1842518,1842677,100,11211,572,370,1293558.0,142.0,1402,Não,Sim,40.0,83.64316422589904,0.0585,0.5391,0.9483,0.1091,0.2394,0.4005,-0.3380302406729416,0.6619697593270584,0.0,4.0496,2.1847,2.2014,-0.0517,-0.1047,1.0,30,False,False,True,False,não,False,Não
1908,1031,,70457,70478,100,324,36,40,30269.0,,-214,não,sim,40.0,88.19727485231796,0.4254,0.5591,0.4211,0.0083,0.3611,1.0,-0.3581775019197166,-0.3581775019197166,1.0,2.5172,1.1461,1.5051,0.5789,-0.1543,0.7254,78,False,False,False,False,não,False,Sim
1909,1043,1061.0,3403338,3403364,100,132,20,25,14926.0,133.0,1648,sim,Não,80.0,79.48793675997837,0.4164,0.3333,0.8,0.0095,0.8,1.0,0.042882928429112024,0.042882928429112024,1.0,2.1206,1.2041,1.3979,0.2,-0.1285,0.5296,91,False,False,False,False,Não,True,Não
1910,1613,1622.0,1772722,1772736,100,265,28,28,26729.0,124.0,1698,Não,Sim,90.0,79.21141143455509,0.0434,0.3385,0.3478,0.0053,0.4286,1.0,0.5197544998455276,0.5197544998455276,1.0,2.4232,0.9542,1.4472,0.6522,-0.2473,0.5967,74,True,False,False,False,não,False,Não
1911,1258,1274.0,48398,48463,100,270,24,28,27453.0,132.0,1354,Sim,Não,70.0,81.43951292877048,0.1711,0.3535,0.6364,0.0125,0.5714,1.0,0.6693900438577897,0.6693900438577897,1.0,2.4314,1.2305,1.4472,0.3636,-0.1709,0.7254,71,False,False,False,False,Não,False,Sim
1912,1115,1121.0,11337877,-166,100,16,6,4,1990.0,134.0,1358,Não,Sim,50.0,89.83353229826064,0.3118,0.4667,0.6667,0.0037,0.8333,1.0,0.19141533043222714,0.19141533043222714,0.0,1.2041,0.699,0.6021,-0.3333,-0.0333,0.1322,115,False,False,False,True,Não,False,Não
1913,268,279.0,-20,2811861,100,235,35,37,29911.0,134.0,1360,Não,sim,40.0,77.7500207168878,0.3941,0.5673,0.2105,0.0096,0.3714,1.0,0.15025334248333708,0.15025334248333708,1.0,2.3711,1.1139,1.5682,0.7895,-0.0538,0.6868,112,False,False,False,False,Não,True,Não
1914,1598,-186.0,900068,900098,100,314,25,39,30269.0,124.0,1688,sim,Não,150.0,84.62919923427822,0.0947,0.219,0.3667,0.0071,0.36,1.0,-0.5403173202458217,-0.5403173202458217,1.0,2.4955,1.0792,1.4771,0.6333,-0.2673,0.8563,65,True,False,False,False,não,False,Não
1915,39,216.0,1465348,1465433,100,6404,243,120,659881.0,124.0,1358,Não,Sim,40.0,83.70576871562257,0.0575,0.4024,0.3832,0.1303,0.7172,0.5161,-0.1628021399202065,0.8371978600797935,0.0,3.8603,2.248,1.8751,-0.6168,-0.1912,1.0,36,False,False,True,False,Não,False,Não
1916,1202,1212.0,769086,769100,100,52,14,14,5695.0,109.0,1353,não,S,100.0,73.76434475341988,0.7181,0.2143,0.5,0.0052,0.5,1.0,-0.23633512557247166,-0.23633512557247166,1.0,1.716,0.8451,1.1461,0.5,-0.2125,0.204,649,False,False,False,False,Não,False,Sim
1917,609,621.0,-20,1136924,100,142,18,17,15147.0,132.0,1364,Não,Sim,70.0,87.06689907122386,0.9003,0.4222,0.3529,0.0059,0.4444,1.0,-0.1862542794753348,-0.1862542794753348,1.0,2.1523,0.9031,1.2305,0.6471,-0.1093,0.3168,1003,True,False,False,False,não,False,Não
1918,732,742.0,1340865,1340875,100,143,13,23,16308.0,133.0,1353,sim,não,70.0,59.278256270736414,0.9146,0.3175,0.2973,0.0052,0.5385,1.0,0.035571909783715806,0.1293350935800631,1.0,2.1523,0.8451,1.3617,0.7027,-0.1148,0.3125,97,nao,False,False,False,não,True,Não
1919,39,217.0,2300789,-166,100,5617,279,154,637883.0,124.0,-214,Não,sim,40.0,90.6173851120748,0.0574,0.4291,0.3886,0.1311,0.6346,0.4545,0.08302361404676427,0.1990029151612708,0.0,3.7476,2.2504,1.7924,-0.6114,-0.18,1.0,46,False,False,True,False,Não,False,Não
1920,46,190.0,1164921,-166,100,5576,748,343,637883.0,141.0,1402,Não,Sim,40.0,68.05883309980341,0.4106,0.4568,0.3988,0.1077,0.2598,0.6667,0.10370461011659024,0.22936641773068794,0.0,3.756,2.179,1.7559,-0.6012,-0.1727,1.0,40,False,False,True,False,Não,False,Não
1921,-11,1274.0,103914,103916,100,52,10,8,5369.0,118.0,1690,1,não,60.0,78.60971879286414,0.7618,0.2556,1.0,0.006,0.7,1.0,0.22437307683526014,0.22437307683526014,0.5,1.716,1.0,0.9031,0.0,-0.2053,0.1852,77,False,False,False,False,Não,True,Não
1922,39,196.0,4373281,-166,100,14346,639,388,1585785.0,141.0,1400,Não,S,40.0,88.28972440773889,0.0557,0.5391,0.8389,0.1107,0.2394,0.4157,-0.32182290772194194,0.6781770922780581,1.0,4.1579,2.1903,2.2765,0.1611,-0.0933,1.0,33,False,False,True,False,não,False,Não
1923,597,614.0,42683,42717,100,292,11,-194,31689.0,126.0,1687,Não,sim,100.0,75.72976806044085,0.9411,0.2357,0.5385,0.0071,0.7273,1.0,0.07177405923334486,0.07177405923334486,1.0,2.4654,1.0792,1.415,0.4615,-0.2394,0.6015,77,False,False,False,False,Não,True,Não
1924,1140,1147.0,643180,-166,100,114,20,-194,12284.0,127.0,1686,Sim,não,70.0,82.34172051389464,0.3187,0.2738,0.9286,0.0077,0.65,1.0,0.45503634783828484,0.745185969410542,1.0,2.0569,1.1139,1.1461,0.0714,,0.3097,80,False,False,False,nao,não,True,Não
1925,39,216.0,1868026,1867972,100,6381,243,131,666455.0,127.0,1358,não,sim,40.0,88.45160798906188,0.0574,0.4368,0.3785,0.1254,0.6196,0.5114,-0.275815377475927,0.724184622524073,0.0,3.8113,2.2304,1.8129,-0.6215,-0.1866,1.0,796,False,False,True,False,não,False,Não
1926,391,420.0,679533,114762,100,313,87,-194,27036.0,135.0,1360,Não,sim,40.0,98.48219810800579,0.5847,0.7341,0.8,0.0368,0.6789,0.5714,-0.7590862568238989,-0.7590862568238989,0.0,2.4955,1.699,1.301,-0.2,-0.0425,0.9419,115,nao,False,False,False,Não,False,Sim
1927,7346,818.0,1327718,1327728,100,62,12,8,7387.0,118.0,1690,sim,Não,-154.0,79.84953511414712,0.8792,0.3667,0.3333,0.0059,0.8333,1.0,-0.08580126656403324,-0.08580126656403324,0.0,1.7924,1.0,0.9031,-0.6667,-0.2041,0.2018,77,False,False,False,False,Não,False,Sim
1928,1202,1215.0,96812,96831,100,254,47,13,31838.0,,-214,não,Sim,40.0,81.79791955294081,0.2118,0.5368,0.9412,0.0236,0.5536,0.9231,0.08299028886998315,0.19895398767792313,0.0,2.4048,1.5051,1.2041,-0.0588,-0.0524,0.8952,115,False,False,False,False,não,False,Sim
1929,43,53.0,5189206,-166,100,339,84,70,35565.0,127.0,-214,Sim,Não,70.0,80.40462993623227,0.0619,0.5551,0.3306,0.0184,0.2906,0.5281,-0.3439581779806674,-0.42788481769000025,0.0,2.5302,1.3979,1.2553,-0.6794,-0.1582,0.8355,96,False,True,False,False,Não,False,Não
1930,1021,1034.0,657468,657502,100,129,14,26,12417.0,134.0,1690,sim,não,150.0,77.78736908232294,0.6777,0.2857,0.5454,0.0037,0.3571,1.0,-0.36886487833572507,-0.36886487833572507,1.0,2.1106,0.699,1.3424,0.4545,-0.1197,0.3663,91,False,False,False,False,não,False,Sim
1931,1075,1084.0,2794140,2794143,100,68,-229,13,7846.0,132.0,1364,Sim,Não,80.0,66.54272522390725,0.4144,0.5449,0.75,0.0088,0.8,0.9231,0.1490097669709565,0.1490097669709565,1.0,1.8325,1.0792,1.0792,0.25,-0.1093,0.215,103,False,False,False,False,não,False,Sim
1932,39,194.0,643657,643725,100,6234,228,137,649441.0,124.0,1358,Não,Sim,40.0,68.7918700311724,0.0574,0.4144,0.4837,0.1127,0.6711,0.5301,0.04932459526040352,0.14952656305270862,0.0,3.7948,2.1847,1.8692,-0.5163,-0.1873,1.0,40,False,False,True,False,não,False,Não
1933,1566,1577.0,367429,367455,100,198,22,22,21661.0,119.0,1692,Sim,não,80.0,79.85718939187143,0.1189,0.4653,0.8095,0.01,0.7273,1.0,-0.031784506291240695,-0.031784506291240695,0.0,2.2967,1.2305,1.2305,-0.1905,-0.1606,0.5903,915,False,False,False,False,Não,False,Sim
1934,830,837.0,2451285,2451296,100,109,26,11,11778.0,109.0,1690,Sim,não,60.0,83.4109192668995,0.9456,0.3436,0.9091,0.0103,0.9444,0.9091,0.7933030041051105,0.7933030041051105,0.0,2.0374,1.2305,1.0414,-0.0909,-0.2321,0.2173,80,False,False,False,False,Não,False,Sim
1935,780,804.0,2339660,2339663,100,202,29,18,22232.0,119.0,1362,Não,sim,40.0,92.61426462728193,0.8234,0.5249,0.9688,0.0125,0.6207,0.9688,-0.4508910985185459,-0.4508910985185459,1.0,2.3096,1.2305,1.2305,0.0313,-0.1705,0.6173,95,False,False,False,False,Não,True,Não
1936,5630,763.0,564721,564704,100,111,16,15,12602.0,134.0,1362,N,sim,-154.0,77.90277527404672,0.8235,0.1591,1.0,0.0088,0.75,0.8,0.07612189844837203,0.07612189844837203,0.5,2.0453,1.0792,1.0792,0.0,-0.1211,0.2583,670,False,False,False,False,não,True,Não
1937,843,853.0,1410869,1410896,100,19,7,6,2246.0,143.0,1358,não,sim,50.0,95.28671384953441,0.7528,0.3333,0.75,0.0041,1.0,1.0,0.14030795152962994,0.14030795152962994,0.0,1.2787,0.8451,0.7782,-0.25,0.0072,0.1551,123,False,False,False,True,não,False,Não
1938,41,196.0,1647865,1647908,100,5877,205,140,640970.0,127.0,1358,Não,Sim,40.0,67.95492288723767,0.0616,0.4092,0.3952,0.1114,0.6129,0.5112,0.32573589748180415,1.325735897481804,0.0,3.7657,2.1931,1.7781,-0.6048,-0.1847,1.0,641,False,False,True,False,Não,False,Não
1939,779,-186.0,1723382,1723392,100,231,-229,36,23671.0,133.0,-214,não,sim,40.0,82.10153998600664,0.8177,0.25,0.6667,0.0044,0.375,1.0,0.02939494604126863,0.02939494604126863,1.0,2.3617,0.7782,1.5563,0.3333,-0.1649,0.5461,87,False,False,False,False,Não,True,Não
1940,-11,1409.0,814236,814627,100,1283,175,87,160146.0,141.0,1358,Não,Sim,40.0,77.3278673063008,0.2661,0.5709,0.5,0.0272,0.5323,0.6667,0.09241516185123069,0.09241516185123069,0.0,3.1082,1.5682,1.7324,-0.5,-0.0038,1.0,118,False,False,False,False,não,False,Sim
1941,104,15.0,1620649,1620667,100,140,14,13,13938.0,110.0,1686,sim,não,-154.0,66.87464989274763,0.0218,0.3776,0.6923,0.0077,0.9286,1.0,-0.11749457022653732,-0.11749457022653732,1.0,2.1461,1.1139,1.1139,0.3077,-0.2475,0.3479,78,False,False,False,False,Não,True,Não
1942,16,26.0,308931,308956,100,66,16,12,5035.0,93.0,1354,Sim,Não,70.0,63.0691342246742,0.0251,0.4074,0.6667,0.0059,0.625,1.0,1.0807380823735322,0.0807380823735322,1.0,1.8195,1.0,1.0792,0.3333,-0.3754,0.2018,70,False,True,False,False,não,False,Não
1943,914,922.0,1589431,-166,100,12,7,-194,1537.0,141.0,1360,Não,Sim,50.0,75.65323945418626,0.7939,0.3333,0.2857,0.0037,0.7143,1.0,0.2879920263938487,0.4999342094730741,0.0,1.0792,0.699,0.6021,-0.7143,-0.0021,0.1322,1124,False,False,False,True,Não,False,Não
1944,520,546.0,903537,-166,100,536,98,96,62225.0,134.0,1687,Não,Sim,150.0,76.40197785268218,0.6775,0.5706,0.2614,0.0189,0.2959,0.9394,0.18647156695681524,0.18647156695681524,1.0,2.7259,1.5051,1.9085,0.7386,-0.0572,0.9998,104,False,False,False,False,Não,True,Não
1945,4994,-186.0,659476,659488,100,102,-229,12,10888.0,123.0,1360,Não,Sim,-154.0,71.11848705078889,0.9443,0.3175,0.7778,0.0155,0.8,1.0,-0.11088310081309019,-0.11088310081309019,,2.0086,1.3222,1.0792,-0.2222,-0.1487,0.3509,104,False,False,False,False,não,False,Sim
1946,37,212.0,2740809,2740889,100,6615,299,149,684236.0,124.0,1356,não,1,40.0,87.61639373638816,0.0546,0.4556,0.3829,0.1291,0.6604,0.4497,0.11313011817065594,1.1131301181706559,0.0,3.8205,2.243,1.8195,-0.6171,-0.1923,1.0,36,False,False,True,False,não,False,Não
1947,39,213.0,-20,2222791,100,6987,251,129,722716.0,126.0,1358,Não,sim,40.0,75.94308366343643,0.0605,0.4947,0.3478,0.1264,0.6756,0.4545,-0.008778844105493505,0.9912211558945065,0.0,3.8,2.2355,1.8389,-0.6522,-0.1743,1.0,40,False,False,True,False,não,False,Não
1948,1682,1688.0,2636449,2636459,100,56,9,8,4409.0,109.0,1688,sim,não,70.0,70.13326026410044,0.0459,0.4722,0.8889,0.0049,0.8889,1.0,0.3230929475241936,0.5514688118361171,1.0,1.7482,0.9031,0.9031,0.1111,-0.2435,0.1773,70,False,False,False,False,não,True,Não
1949,1155,1178.0,5500319,1063504,100,269,25,40,27232.0,,-214,Sim,Não,70.0,77.63964604538336,0.2669,0.6096,0.3871,0.0096,0.65,0.875,0.45946506232842577,0.7516881361024454,1.0,2.4297,1.1139,1.4914,0.6129,-0.079,0.8173,105,False,False,False,False,Não,False,Sim
1950,1207,1214.0,138169,138184,100,83,14,15,9452.0,125.0,1360,Não,Sim,175.0,73.68729615500176,0.2056,0.25,0.5833,0.0088,0.8571,0.8,0.18086900507361323,0.3426579292533629,1.0,1.9191,1.0792,1.0792,0.4167,-0.038,0.1892,112,False,False,False,False,Não,False,Sim
1951,8540,1171.0,2457919,2457943,100,144,8,24,15672.0,124.0,1650,Sim,Não,-154.0,96.46974382629236,0.6638,0.3333,0.6667,0.0059,0.875,1.0,0.3785764502141975,0.3785764502141975,1.0,2.1584,1.0,1.3802,0.3333,-0.1463,0.2583,97,True,0,False,False,não,False,Não
1952,893,907.0,1341292,1341296,100,-206,6,15,7052.0,133.0,1687,sim,não,60.0,76.84749636877149,0.8088,0.2,0.5333,0.0037,0.8333,1.0,-0.2717196902587857,-0.2717196902587857,1.0,1.7324,0.699,1.1761,0.4667,-0.1228,0.14,87,False,False,False,False,não,True,Não
1953,41,197.0,1221106,1221276,100,11411,570,356,1303229.0,141.0,1402,não,Sim,40.0,70.82261918354412,0.0585,0.5411,0.9481,0.1129,0.2394,0.4157,-0.19612990159464594,-0.19612990159464594,1.0,4.0573,2.1987,2.2304,0.0519,-0.0973,1.0,33,False,False,False,False,Não,False,Sim
1954,1577,1586.0,394965,394980,100,111,18,13,7384.0,109.0,-214,Sim,Não,80.0,96.45106955518393,0.1093,0.2198,0.8461,0.0065,0.7222,1.0,-0.17869838821304762,-0.17869838821304762,1.0,2.0453,1.0414,1.1139,0.1539,-0.2744,0.257,81,False,False,False,False,Não,False,Sim
1955,-11,194.0,745890,745905,100,9518,743,453,1084425.0,141.0,1402,Não,sim,40.0,87.25037325992363,0.0556,0.4644,0.8621,0.1106,0.2086,0.3642,0.41233142795124517,1.412331427951245,1.0,3.9785,2.1903,2.2304,0.1379,-0.1099,1.0,37,False,False,True,False,não,False,Não
1956,589,596.0,1378585,1378588,100,17,5,4,2108.0,141.0,-214,Não,Sim,50.0,81.06307162213324,0.2599,0.25,0.55,0.0044,1.0,0.75,-0.6407022641936087,-0.6407022641936087,0.0,1.2305,0.7782,0.7782,-0.45,-0.0307,0.1449,110,False,False,False,True,não,False,Não
1957,39,194.0,1512277,1512467,100,2643,631,387,2712104.0,141.0,1400,não,1,40.0,72.03726971205664,0.0557,0.5253,0.9551,0.1106,0.2448,0.4157,0.941324560097998,1.941324560097998,1.0,2.4609,2.1903,2.2672,0.0449,-0.0949,1.0,29,False,False,True,False,não,False,Não
1958,1057,1072.0,1417276,1417288,100,-206,28,23,,126.0,-214,não,sim,40.0,87.66537678745959,0.4061,0.6335,0.7368,0.0147,0.6452,0.6923,0.31681704271981553,0.31681704271981553,1.0,2.1847,1.301,1.2787,0.2632,-0.0907,0.6268,104,False,False,False,False,não,False,Sim
1959,1325,1339.0,-20,-166,100,167,28,39,21547.0,189.0,1353,não,Sim,200.0,65.36584269629834,0.0325,0.5298,0.4359,0.0095,0.4643,0.9259,0.06697167423874789,0.06697167423874789,1.0,2.2227,1.1139,1.5911,0.5641,0.4275,0.6438,172,False,False,False,False,Não,False,Sim
1960,1063,1071.0,2109173,2109236,100,125,13,-194,11880.0,126.0,1362,Sim,não,80.0,86.93272379841126,0.3835,0.3636,0.9167,0.0081,0.8461,1.0,-0.016468200184885914,-0.016468200184885914,1.0,2.0969,1.0414,1.0792,0.0833,-0.2744,0.3329,71,False,False,False,False,Não,False,Sim
1961,1272,1285.0,2691161,2691189,100,59,14,10,7164.0,124.0,1692,Sim,Não,70.0,82.50123062905939,0.2441,0.1,0.8,0.006,0.7143,1.0,0.08566622245729708,0.08566622245729708,0.0,1.7708,1.0,1.0,-0.2,-0.2019,0.1852,65,False,False,False,False,Não,True,Não
1962,34,40.0,28542,-166,100,67,10,-194,8355.0,148.0,1358,não,Sim,40.0,89.90059933812445,0.0,0.2525,0.7778,0.0066,0.9,0.9,0.15633672851380148,1.1563367285138015,0.0,1.8261,0.9542,0.8451,-0.2222,0.0047,0.1687,116,False,False,True,False,não,False,Não
1963,41,218.0,2840169,2840236,100,6987,264,-194,722716.0,126.0,1358,Não,sim,40.0,56.39552500244469,0.0604,0.4433,0.3785,0.1303,0.6704,0.5185,0.1935646757850171,1.1935646757850171,0.0,3.8131,2.248,1.8261,-0.6215,-0.1861,1.0,40,False,False,True,False,não,False,Não
1964,612,-186.0,1658742,1658769,100,147,15,29,15501.0,125.0,1694,Não,Sim,70.0,70.79383705628646,0.9231,0.2619,0.3529,0.0071,0.8,1.0,0.16668133980103453,0.16668133980103453,1.0,2.1673,1.0792,1.4472,0.6471,-0.1805,0.3168,92,False,False,False,False,Não,False,Sim
1965,-11,1084.0,8649727,8649771,100,-206,-229,51,37889.0,134.0,1362,Não,sim,120.0,70.00271927802267,0.4126,0.4103,0.3433,0.0081,0.3846,1.0,0.026874204376574645,0.026874204376574645,1.0,2.5172,1.0414,1.7076,0.6567,-0.1144,0.8299,959,True,False,False,nao,Não,False,Não
1966,39,222.0,-20,1465433,100,6294,313,151,627913.0,124.0,1358,Não,sim,40.0,68.8207061786458,0.0575,0.4487,0.3886,0.1311,0.5743,0.4114,-0.05920152609219782,0.9407984739078021,0.0,3.7989,2.2577,1.8389,-0.6114,-0.1893,1.0,43,False,False,True,0,não,False,Não
1967,-11,216.0,1636571,-166,100,6603,240,-194,688556.0,,-214,Não,sim,40.0,84.25017318113551,0.0604,0.4317,0.3757,0.1289,0.7083,0.5529,-0.045381985096053505,0.9546180149039465,0.0,3.8241,2.243,1.8129,-0.6243,-0.1924,1.0,36,False,False,True,False,Não,False,Não
