ORDEM,QUANTIDADE,PRECOINDIVIDUAL,VENDAS,DATAPEDIDO,STATUS,LINHAPRODUTOS,CODIGOPRODUTO,PAIS
10148,29,"81,25","2356,25",9/11/2003,Shipped,Classic Cars,S18_4933,Australia
10161,25,"80,54","2013,5",10/17/2003,Shipped,Classic Cars,S18_4933,Denmark
10173,39,"71,98","2807,22",11/5/2003,Shipped,Classic Cars,S18_4933,Italy
10182,44,"69,84","3072,96",11/12/2003,Shipped,Classic Cars,S18_4933,USA
10193,25,"76,26","1906,5",11/21/2003,Shipped,Classic Cars,S18_4933,Australia
10204,45,"76,26","3431,7",12/2/2003,Shipped,Classic Cars,S18_4933,USA
10213,25,"83,39","2084,75",1/22/2004,Shipped,Classic Cars,S18_4933,UK
10227,37,"57,73","2136,01",3/2/2004,Shipped,Classic Cars,S18_4933,France
10241,30,"66,99","2009,7",4/13/2004,Shipped,Classic Cars,S18_4933,France
10267,36,"75,55","2719,8",7/7/2004,Shipped,Classic Cars,S18_4933,USA
10279,26,"60,58","1575,08",8/9/2004,Shipped,Classic Cars,S18_4933,Spain
10288,23,"73,41","1688,43",9/1/2004,Shipped,Classic Cars,S18_4933,Singapore
10302,23,"72,7","1672,1",10/6/2003,Shipped,Classic Cars,S18_4933,UK
10311,25,"66,99","1674,75",10/16/2004,Shipped,Classic Cars,S18_4933,Spain
10332,21,100,"3472,98",11/17/2004,Shipped,Classic Cars,S18_4933,UK
10344,26,"63,43","1649,18",11/25/2004,Shipped,Classic Cars,S18_4933,France
10367,44,"85,25",3751,1/12/2005,Resolved,Classic Cars,S18_4933,USA
10380,24,100,4536,2/16/2005,Shipped,Classic Cars,S18_4933,Spain
10407,66,"66,99","4421,34",4/22/2005,On Hold,Classic Cars,S18_4933,USA
10420,36,"57,73","2078,28",5/29/2005,In Process,Classic Cars,S18_4933,Australia
10110,36,"85,25",3069,3/18/2003,Shipped,Classic Cars,S24_1046,UK
10124,22,"77,9","1713,8",5/21/2003,Shipped,Classic Cars,S24_1046,USA
10148,25,"60,26","1506,5",9/11/2003,Shipped,Classic Cars,S24_1046,Australia
10161,37,"72,76","2692,12",10/17/2003,Shipped,Classic Cars,S24_1046,Denmark
10172,32,"75,69","2422,08",11/5/2003,Shipped,Classic Cars,S24_1046,USA
10182,47,"74,22","3488,34",11/12/2003,Shipped,Classic Cars,S24_1046,USA
10192,37,"69,82","2583,34",11/20/2003,Shipped,Classic Cars,S24_1046,USA
10204,20,"62,47","1249,4",12/2/2003,Shipped,Classic Cars,S24_1046,USA
10212,41,"82,31","3374,71",1/16/2004,Shipped,Classic Cars,S24_1046,Spain
10226,21,"60,26","1265,46",2/26/2004,Shipped,Classic Cars,S24_1046,USA
10241,22,"76,43","1681,46",4/13/2004,Shipped,Classic Cars,S24_1046,France
10267,40,"80,1",3204,7/7/2004,Shipped,Classic Cars,S24_1046,USA
10279,32,"74,96","2398,72",8/9/2004,Shipped,Classic Cars,S24_1046,Spain
10288,36,"66,14","2381,04",9/1/2004,Shipped,Classic Cars,S24_1046,Singapore
10301,27,"72,02","1944,54",10/5/2003,Shipped,Classic Cars,S24_1046,Norway
10311,26,"87,45","2273,7",10/16/2004,Shipped,Classic Cars,S24_1046,Spain
10321,30,"70,55","2116,5",11/4/2004,Shipped,Classic Cars,S24_1046,USA
10332,23,"56,84","1307,32",11/17/2004,Shipped,Classic Cars,S24_1046,UK
10344,29,"59,53","1726,37",11/25/2004,Shipped,Classic Cars,S24_1046,France
10367,21,"60,37","1267,77",1/12/2005,Resolved,Classic Cars,S24_1046,USA
10380,34,100,"3441,82",2/16/2005,Shipped,Classic Cars,S24_1046,Spain
10407,26,"76,43","1987,18",4/22/2005,On Hold,Classic Cars,S24_1046,USA
10420,60,"64,67","3880,2",5/29/2005,In Process,Classic Cars,S24_1046,Australia
10104,35,"55,49","1942,15",1/31/2003,Shipped,Classic Cars,S24_1444,Spain
10115,47,"69,36","3259,92",4/4/2003,Shipped,Classic Cars,S24_1444,USA
10127,20,"60,69","1213,8",6/3/2003,Shipped,Classic Cars,S24_1444,USA
10141,20,"54,33","1086,6",8/1/2003,Shipped,Classic Cars,S24_1444,Finland
10152,25,"65,31","1632,75",9/25/2003,Shipped,Classic Cars,S24_1444,Australia
10165,25,"69,36",1734,10/22/2003,Shipped,Classic Cars,S24_1444,Singapore
10176,27,"68,78","1857,06",11/6/2003,Shipped,Classic Cars,S24_1444,Italy
10184,31,"60,11","1863,41",11/14/2003,Shipped,Classic Cars,S24_1444,Spain
10195,44,"66,47","2924,68",11/25/2003,Shipped,Classic Cars,S24_1444,USA
10207,49,"46,82","2294,18",12/9/2003,Shipped,Classic Cars,S24_1444,USA
10220,26,"56,07","1457,82",2/12/2004,Shipped,Classic Cars,S24_1444,Ireland
10230,36,"54,33","1955,88",3/15/2004,Shipped,Classic Cars,S24_1444,Germany
10246,44,"52,6","2314,4",5/5/2004,Shipped,Classic Cars,S24_1444,Spain
10259,28,"46,82","1310,96",6/15/2004,Shipped,Classic Cars,S24_1444,Singapore
10271,45,"64,74","2913,3",7/20/2004,Shipped,Classic Cars,S24_1444,USA
10282,29,"46,82","1357,78",8/20/2004,Shipped,Classic Cars,S24_1444,USA
10292,40,"53,75",2150,9/8/2004,Shipped,Classic Cars,S24_1444,USA
10305,45,"61,85","2783,25",10/13/2004,Shipped,Classic Cars,S24_1444,USA
10314,44,"53,18","2339,92",10/22/2004,Shipped,Classic Cars,S24_1444,Denmark
10324,25,"69,16",1729,11/5/2004,Shipped,Classic Cars,S24_1444,USA
10336,45,100,"5972,4",11/20/2004,Shipped,Classic Cars,S24_1444,France
10349,48,"47,4","2275,2",12/1/2004,Shipped,Classic Cars,S24_1444,USA
10358,44,"60,76","2673,44",12/10/2004,Shipped,Classic Cars,S24_1444,Spain
10371,25,"97,27","2431,75",1/23/2005,Shipped,Classic Cars,S24_1444,USA
10383,22,"91,76","2018,72",2/22/2005,Shipped,Classic Cars,S24_1444,Spain
10394,31,"50,29","1558,99",3/15/2005,Shipped,Classic Cars,S24_1444,Spain
10412,21,"52,6","1104,6",5/3/2005,Shipped,Classic Cars,S24_1444,Spain
10425,55,"46,82","2575,1",5/31/2005,In Process,Classic Cars,S24_1444,France
10107,25,100,"2845,75",2/24/2003,Shipped,Motorcycles,S24_1578,USA
10120,35,"98,05","3431,75",4/29/2003,Shipped,Motorcycles,S24_1578,Australia
10134,35,"93,54","3273,9",7/1/2003,Shipped,Motorcycles,S24_1578,France
10145,43,"95,8","4119,4",8/25/2003,Shipped,Motorcycles,S24_1578,USA
10159,44,100,"5355,68",10/10/2003,Shipped,Motorcycles,S24_1578,USA
10168,50,100,"5747,5",10/28/2003,Shipped,Motorcycles,S24_1578,USA
10180,48,100,"5355,36",11/11/2003,Shipped,Motorcycles,S24_1578,France
10188,25,100,"2535,75",11/18/2003,Shipped,Motorcycles,S24_1578,Norway
10201,39,100,"4351,23",12/1/2003,Shipped,Motorcycles,S24_1578,USA
10211,25,"90,16",2254,1/15/2004,Shipped,Motorcycles,S24_1578,France
10223,32,"91,29","2921,28",2/20/2004,Shipped,Motorcycles,S24_1578,Australia
10237,20,100,2299,4/5/2004,Shipped,Motorcycles,S24_1578,USA
10251,26,100,"2637,18",5/18/2004,Shipped,Motorcycles,S24_1578,USA
10263,42,100,"4307,52",6/28/2004,Shipped,Motorcycles,S24_1578,USA
10275,21,100,"2153,76",7/23/2004,Shipped,Motorcycles,S24_1578,France
10285,34,100,"3716,88",8/27/2004,Shipped,Motorcycles,S24_1578,USA
10299,47,100,"5455,76",9/30/2004,Shipped,Motorcycles,S24_1578,Finland
10309,21,100,"2650,62",10/15/2004,Shipped,Motorcycles,S24_1578,Norway
10318,48,100,"6437,28",11/2/2004,Shipped,Motorcycles,S24_1578,USA
10329,30,"87,78","2633,4",11/15/2004,Shipped,Motorcycles,S24_1578,USA
10339,27,"84,39","2278,53",11/23/2004,Shipped,Motorcycles,S24_1578,Japan
10362,50,"96,92",4846,1/5/2005,Shipped,Motorcycles,S24_1578,USA
10374,38,100,"4197,1",2/2/2005,Shipped,Motorcycles,S24_1578,Australia
10389,45,100,"4597,65",3/3/2005,Shipped,Motorcycles,S24_1578,Sweden
10403,46,100,"5287,7",4/8/2005,Shipped,Motorcycles,S24_1578,UK
10417,35,100,"3550,05",5/13/2005,Disputed,Motorcycles,S24_1578,Spain
10110,29,"59,37","1721,73",3/18/2003,Shipped,Classic Cars,S24_1628,UK
10123,50,"59,87","2993,5",5/20/2003,Shipped,Classic Cars,S24_1628,France
10137,26,"49,81","1295,06",7/10/2003,Shipped,Classic Cars,S24_1628,France
10148,47,"56,85","2671,95",9/11/2003,Shipped,Classic Cars,S24_1628,Australia
10161,23,"53,33","1226,59",10/17/2003,Shipped,Classic Cars,S24_1628,Denmark
10172,34,"42,76","1453,84",11/5/2003,Shipped,Classic Cars,S24_1628,USA
10181,34,"53,83","1830,22",11/12/2003,Shipped,Classic Cars,S24_1628,Norway
10192,47,"53,83","2530,01",11/20/2003,Shipped,Classic Cars,S24_1628,USA
10204,45,"49,81","2241,45",12/2/2003,Shipped,Classic Cars,S24_1628,USA
10212,45,"53,33","2399,85",1/16/2004,Shipped,Classic Cars,S24_1628,Spain
10226,36,"43,27","1557,72",2/26/2004,Shipped,Classic Cars,S24_1628,USA
10241,21,"40,25","845,25",4/13/2004,Shipped,Classic Cars,S24_1628,France
10266,28,"48,3","1352,4",7/6/2004,Shipped,Classic Cars,S24_1628,Italy
10278,35,"45,28","1584,8",8/6/2004,Shipped,Classic Cars,S24_1628,USA
10288,50,"52,32",2616,9/1/2004,Shipped,Classic Cars,S24_1628,Singapore
10301,22,"51,32","1129,04",10/5/2003,Shipped,Classic Cars,S24_1628,Norway
10311,45,"49,3","2218,5",10/16/2004,Shipped,Classic Cars,S24_1628,Spain
10321,48,"42,26","2028,48",11/4/2004,Shipped,Classic Cars,S24_1628,USA
10332,20,"87,96","1759,2",11/17/2004,Shipped,Classic Cars,S24_1628,UK
10343,27,"36,21","977,67",11/24/2004,Shipped,Classic Cars,S24_1628,France
10367,38,"38,5",1463,1/12/2005,Resolved,Classic Cars,S24_1628,USA
10379,32,100,"3970,56",2/10/2005,Shipped,Classic Cars,S24_1628,Spain
10407,64,"40,25",2576,4/22/2005,On Hold,Classic Cars,S24_1628,USA
10420,37,"60,37","2233,69",5/29/2005,In Process,Classic Cars,S24_1628,Australia
10106,28,"88,63","2481,64",2/17/2003,Shipped,Planes,S24_1785,Italy
10120,39,100,"4651,53",4/29/2003,Shipped,Planes,S24_1785,Australia
10133,41,"94,1","3858,1",6/27/2003,Shipped,Planes,S24_1785,Spain
10145,40,"87,54","3501,6",8/25/2003,Shipped,Planes,S24_1785,USA
10168,49,100,"6433,7",10/28/2003,Shipped,Planes,S24_1785,USA
10210,27,"98,48","2658,96",1/12/2004,Shipped,Planes,S24_1785,Japan
10223,34,100,"3608,76",2/20/2004,Shipped,Planes,S24_1785,Australia
10235,23,"96,29","2214,67",4/2/2004,Shipped,Planes,S24_1785,Canada
10250,31,"88,63","2747,53",5/11/2004,Shipped,Planes,S24_1785,USA
10262,34,"97,38","3310,92",6/24/2004,Cancelled,Planes,S24_1785,Spain
10275,25,"95,2",2380,7/23/2004,Shipped,Planes,S24_1785,France
10284,22,100,"2310,88",8/21/2004,Shipped,Planes,S24_1785,Norway
10297,32,100,"4061,76",9/16/2004,Shipped,Planes,S24_1785,Ireland
10308,31,100,"3493,7",10/15/2004,Shipped,Planes,S24_1785,USA
10316,25,100,"2872,25",11/1/2004,Shipped,Planes,S24_1785,UK
10328,47,"87,54","4114,38",11/12/2004,Shipped,Planes,S24_1785,Italy
10339,21,"50,65","1063,65",11/23/2004,Shipped,Planes,S24_1785,Japan
10353,28,"71,73","2008,44",12/4/2004,Shipped,Planes,S24_1785,USA
10374,46,"94,1","4328,6",2/2/2005,Shipped,Planes,S24_1785,Australia
10386,33,"41,71","1376,43",3/1/2005,Resolved,Planes,S24_1785,Spain
10398,43,100,"5552,16",3/30/2005,Shipped,Planes,S24_1785,France
10401,38,"96,29","3659,02",4/3/2005,On Hold,Planes,S24_1785,USA
10416,47,"88,63","4165,61",5/10/2005,Shipped,Planes,S24_1785,Italy
10101,45,"31,2",1404,1/9/2003,Shipped,Vintage Cars,S24_1937,Germany
10110,20,"35,51","710,2",3/18/2003,Shipped,Vintage Cars,S24_1937,UK
10124,45,"37,84","1702,8",5/21/2003,Shipped,Vintage Cars,S24_1937,USA
10149,36,"33,19","1194,84",9/12/2003,Shipped,Vintage Cars,S24_1937,USA
10162,37,"27,22","1007,14",10/18/2003,Shipped,Vintage Cars,S24_1937,USA
10173,31,"31,53","977,43",11/5/2003,Shipped,Vintage Cars,S24_1937,Italy
10182,39,"36,84","1436,76",11/12/2003,Shipped,Vintage Cars,S24_1937,USA
10193,26,"29,21","759,46",11/21/2003,Shipped,Vintage Cars,S24_1937,Australia
10205,32,"37,17","1189,44",12/3/2003,Shipped,Vintage Cars,S24_1937,Spain
10214,20,"34,19","683,8",1/26/2004,Shipped,Vintage Cars,S24_1937,Spain
10227,42,"29,21","1226,82",3/2/2004,Shipped,Vintage Cars,S24_1937,France
10243,33,"29,54","974,82",4/26/2004,Shipped,Vintage Cars,S24_1937,USA
10280,20,"28,88","577,6",8/17/2004,Shipped,Vintage Cars,S24_1937,Italy
10288,29,"38,17","1106,93",9/1/2004,Shipped,Vintage Cars,S24_1937,Singapore
10304,23,"30,2","694,6",10/11/2004,Shipped,Vintage Cars,S24_1937,France
10312,39,"29,54","1152,06",10/21/2004,Shipped,Vintage Cars,S24_1937,USA
10322,20,100,2624,11/4/2004,Shipped,Vintage Cars,S24_1937,USA
10332,45,"81,91","3685,95",11/17/2004,Shipped,Vintage Cars,S24_1937,UK
10344,20,"35,18","703,6",11/25/2004,Shipped,Vintage Cars,S24_1937,France
10356,48,100,9720,12/9/2004,Shipped,Vintage Cars,S24_1937,France
10367,23,"36,29","834,67",1/12/2005,Resolved,Vintage Cars,S24_1937,USA
10380,32,"70,56","2257,92",2/16/2005,Shipped,Vintage Cars,S24_1937,Spain
10391,33,100,"8344,71",3/9/2005,Shipped,Vintage Cars,S24_1937,Australia
10409,61,"29,54","1801,94",4/23/2005,Shipped,Vintage Cars,S24_1937,Singapore
10420,45,"26,88","1209,6",5/29/2005,In Process,Vintage Cars,S24_1937,Australia
10107,38,"83,03","3155,14",2/24/2003,Shipped,Motorcycles,S24_2000,USA
10120,34,"83,79","2848,86",4/29/2003,Shipped,Motorcycles,S24_2000,Australia
10134,43,"83,03","3570,29",7/1/2003,Shipped,Motorcycles,S24_2000,France
10145,47,"83,03","3902,41",8/25/2003,Shipped,Motorcycles,S24_2000,USA
10158,22,"67,03","1474,66",10/10/2003,Shipped,Motorcycles,S24_2000,Norway
10168,29,"75,41","2186,89",10/28/2003,Shipped,Motorcycles,S24_2000,USA
10180,28,"68,55","1919,4",11/11/2003,Shipped,Motorcycles,S24_2000,France
10188,40,"91,4",3656,11/18/2003,Shipped,Motorcycles,S24_2000,Norway
10201,25,"73,88",1847,12/1/2003,Shipped,Motorcycles,S24_2000,USA
10210,30,"61,7",1851,1/12/2004,Shipped,Motorcycles,S24_2000,Japan
10223,38,"69,31","2633,78",2/20/2004,Shipped,Motorcycles,S24_2000,Australia
10236,36,"87,6","3153,6",4/3/2004,Shipped,Motorcycles,S24_2000,USA
10250,32,"87,6","2803,2",5/11/2004,Shipped,Motorcycles,S24_2000,USA
10263,37,"62,46","2311,02",6/28/2004,Shipped,Motorcycles,S24_2000,USA
10275,30,"79,98","2399,4",7/23/2004,Shipped,Motorcycles,S24_2000,France
10285,39,"70,08","2733,12",8/27/2004,Shipped,Motorcycles,S24_2000,USA
10297,32,"65,51","2096,32",9/16/2004,Shipped,Motorcycles,S24_2000,Ireland
10308,47,"63,22","2971,34",10/15/2004,Shipped,Motorcycles,S24_2000,USA
10318,26,"86,83","2257,58",11/2/2004,Shipped,Motorcycles,S24_2000,USA
10329,37,"94,43","3493,91",11/15/2004,Shipped,Motorcycles,S24_2000,USA
10340,55,"79,98","4398,9",11/24/2004,Shipped,Motorcycles,S24_2000,Spain
10363,21,100,"3595,62",1/6/2005,Shipped,Motorcycles,S24_2000,Finland
10375,23,100,"2443,29",2/3/2005,Shipped,Motorcycles,S24_2000,France
10389,49,"81,4","3988,6",3/3/2005,Shipped,Motorcycles,S24_2000,Sweden
10402,59,"87,6","5168,4",4/7/2005,Shipped,Motorcycles,S24_2000,France
10416,32,"87,6","2803,2",5/10/2005,Shipped,Motorcycles,S24_2000,Italy
10105,43,100,"6341,21",2/11/2003,Shipped,Ships,S24_2011,Denmark
10117,41,100,"5189,78",4/16/2003,Shipped,Ships,S24_2011,Singapore
10129,45,100,"6027,75",6/12/2003,Shipped,Ships,S24_2011,UK
10142,33,100,3366,8/8/2003,Shipped,Ships,S24_2011,USA
10153,40,100,"5456,4",9/28/2003,Shipped,Ships,S24_2011,Spain
10167,33,100,"3812,16",10/23/2003,Cancelled,Ships,S24_2011,Sweden
10177,50,100,6083,11/7/2003,Shipped,Ships,S24_2011,Spain
10185,30,100,"3170,7",11/14/2003,Shipped,Ships,S24_2011,USA
10197,41,100,"4534,6",11/26/2003,Shipped,Ships,S24_2011,Spain
10208,35,100,"4301,15",1/2/2004,Shipped,Ships,S24_2011,France
10221,49,100,"6804,63",2/18/2004,Shipped,Ships,S24_2011,Belgium
10232,46,100,"5652,94",3/20/2004,Shipped,Ships,S24_2011,UK
10248,48,100,"6960,48",5/7/2004,Cancelled,Ships,S24_2011,USA
10261,36,100,"4512,6",6/17/2004,Shipped,Ships,S24_2011,Canada
10273,22,100,"2784,76",7/21/2004,Shipped,Ships,S24_2011,Belgium
10283,42,100,"5316,36",8/20/2004,Shipped,Ships,S24_2011,Canada
10293,21,100,"2941,89",9/9/2004,Shipped,Ships,S24_2011,Italy
10306,29,100,"3207,4",10/14/2004,Shipped,Ships,S24_2011,UK
10315,35,100,"4215,05",10/29/2004,Shipped,Ships,S24_2011,France
10326,41,100,"4333,29",11/9/2004,Shipped,Ships,S24_2011,Sweden
10337,29,"71,97","2087,13",11/21/2004,Shipped,Ships,S24_2011,USA
10350,34,"50,33","1711,22",12/2/2004,Shipped,Ships,S24_2011,Spain
10372,37,100,"3910,53",1/26/2005,Shipped,Ships,S24_2011,Japan
10384,28,"80,54","2255,12",2/23/2005,Shipped,Ships,S24_2011,USA
10396,49,100,"5720,75",3/23/2005,Shipped,Ships,S24_2011,USA
10414,23,100,"3335,23",5/6/2005,On Hold,Ships,S24_2011,USA
10101,46,"53,76","2472,96",1/9/2003,Shipped,Vintage Cars,S24_2022,Germany
10110,39,"44,35","1729,65",3/18/2003,Shipped,Vintage Cars,S24_2022,UK
10124,22,"45,25","995,5",5/21/2003,Shipped,Vintage Cars,S24_2022,USA
10149,49,"49,28","2414,72",9/12/2003,Shipped,Vintage Cars,S24_2022,USA
10162,43,"36,29","1560,47",10/18/2003,Shipped,Vintage Cars,S24_2022,USA
10173,27,"41,22","1112,94",11/5/2003,Shipped,Vintage Cars,S24_2022,Italy
10182,31,"36,74","1138,94",11/12/2003,Shipped,Vintage Cars,S24_2022,USA
10193,20,"50,62","1012,4",11/21/2003,Shipped,Vintage Cars,S24_2022,Australia
10205,24,"38,08","913,92",12/3/2003,Shipped,Vintage Cars,S24_2022,Spain
10214,49,"47,94","2349,06",1/26/2004,Shipped,Vintage Cars,S24_2022,Spain
10227,24,"48,38","1161,12",3/2/2004,Shipped,Vintage Cars,S24_2022,France
10244,39,"45,25","1764,75",4/29/2004,Shipped,Vintage Cars,S24_2022,Spain
10255,37,"45,7","1690,9",6/4/2004,Shipped,Vintage Cars,S24_2022,France
10280,45,"47,49","2137,05",8/17/2004,Shipped,Vintage Cars,S24_2022,Italy
10289,45,"48,38","2177,1",9/3/2004,Shipped,Vintage Cars,S24_2022,Norway
10304,44,"39,42","1734,48",10/11/2004,Shipped,Vintage Cars,S24_2022,France
10312,23,"37,63","865,49",10/21/2004,Shipped,Vintage Cars,S24_2022,USA
10322,30,100,"3500,1",11/4/2004,Shipped,Vintage Cars,S24_2022,USA
10332,26,"85,52","2223,52",11/17/2004,Shipped,Vintage Cars,S24_2022,UK
10345,43,"53,76","2311,68",11/25/2004,Shipped,Vintage Cars,S24_2022,France
10356,26,"31,86","828,36",12/9/2004,Shipped,Vintage Cars,S24_2022,France
10367,28,"30,59","856,52",1/12/2005,Resolved,Vintage Cars,S24_2022,USA
10380,27,"68,35","1845,45",2/16/2005,Shipped,Vintage Cars,S24_2022,Spain
10391,24,100,"4042,08",3/9/2005,Shipped,Vintage Cars,S24_2022,Australia
10421,40,"45,7",1828,5/29/2005,In Process,Vintage Cars,S24_2022,USA
10103,36,100,"3680,28",1/29/2003,Shipped,Trucks and Buses,S24_2300,Norway
10114,21,100,"2925,09",4/1/2003,Shipped,Trucks and Buses,S24_2300,France
10126,27,100,"3415,77",5/28/2003,Shipped,Trucks and Buses,S24_2300,Spain
10140,47,100,"5105,14",7/24/2003,Shipped,Trucks and Buses,S24_2300,USA
10151,42,100,"5098,8",9/21/2003,Shipped,Trucks and Buses,S24_2300,Finland
10165,32,100,"4661,76",10/22/2003,Shipped,Trucks and Buses,S24_2300,Singapore
10175,28,100,"2969,96",11/6/2003,Shipped,Trucks and Buses,S24_2300,UK
10184,24,100,"3496,32",11/14/2003,Shipped,Trucks and Buses,S24_2300,Spain
10194,49,100,"5760,93",11/25/2003,Shipped,Trucks and Buses,S24_2300,France
10207,46,100,"6819,04",12/9/2003,Shipped,Trucks and Buses,S24_2300,USA
10217,28,100,"3148,88",2/4/2004,Shipped,Trucks and Buses,S24_2300,Singapore
10229,48,100,"5704,32",3/11/2004,Shipped,Trucks and Buses,S24_2300,USA
10246,29,100,"3520,6",5/5/2004,Shipped,Trucks and Buses,S24_2300,Spain
10259,47,100,"5285,62",6/15/2004,Shipped,Trucks and Buses,S24_2300,Singapore
10271,43,100,"5605,05",7/20/2004,Shipped,Trucks and Buses,S24_2300,USA
10281,25,100,"2779,5",8/19/2004,Shipped,Trucks and Buses,S24_2300,USA
10291,48,100,"5398,08",9/8/2004,Shipped,Trucks and Buses,S24_2300,Sweden
10305,24,100,"3189,6",10/13/2004,Shipped,Trucks and Buses,S24_2300,USA
10313,42,100,"5581,8",10/22/2004,Shipped,Trucks and Buses,S24_2300,Canada
10324,31,100,"3820,44",11/5/2004,Shipped,Trucks and Buses,S24_2300,USA
10334,42,100,"5528,04",11/19/2004,On Hold,Trucks and Buses,S24_2300,Sweden
10348,37,100,"5981,42",11/1/2004,Shipped,Trucks and Buses,S24_2300,Spain
10358,41,100,"5684,65",12/10/2004,Shipped,Trucks and Buses,S24_2300,Spain
10371,20,100,"3449,4",1/23/2005,Shipped,Trucks and Buses,S24_2300,USA
10382,20,100,"2654,4",2/17/2005,Shipped,Trucks and Buses,S24_2300,USA
10412,70,100,8498,5/3/2005,Shipped,Trucks and Buses,S24_2300,Spain
10425,49,100,"5510,54",5/31/2005,In Process,Trucks and Buses,S24_2300,France
10108,35,"58,87","2060,45",3/3/2003,Shipped,Motorcycles,S24_2360,Philippines
10121,32,"76,88","2460,16",5/7/2003,Shipped,Motorcycles,S24_2360,France
10135,29,"61,64","1787,56",7/2/2003,Shipped,Motorcycles,S24_2360,USA
10145,27,"60,95","1645,65",8/25/2003,Shipped,Motorcycles,S24_2360,USA
10159,27,"80,34","2169,18",10/10/2003,Shipped,Motorcycles,S24_2360,USA
10169,38,"74,11","2816,18",11/4/2003,Shipped,Motorcycles,S24_2360,Australia
10180,35,"72,03","2521,05",11/11/2003,Shipped,Motorcycles,S24_2360,France
10190,42,"76,19","3199,98",11/19/2003,Shipped,Motorcycles,S24_2360,Spain
10211,21,"63,72","1338,12",1/15/2004,Shipped,Motorcycles,S24_2360,France
10224,37,"80,34","2972,58",2/21/2004,Shipped,Motorcycles,S24_2360,France
10237,26,"79,65","2070,9",4/5/2004,Shipped,Motorcycles,S24_2360,USA
10252,47,"65,8","3092,6",5/26/2004,Shipped,Motorcycles,S24_2360,France
10264,37,"65,1","2408,7",6/30/2004,Shipped,Motorcycles,S24_2360,USA
10276,46,"75,49","3472,54",8/2/2004,Shipped,Motorcycles,S24_2360,USA
10285,38,"59,56","2263,28",8/27/2004,Shipped,Motorcycles,S24_2360,USA
10299,33,"66,49","2194,17",9/30/2004,Shipped,Motorcycles,S24_2360,Finland
10309,24,"56,1","1346,4",10/15/2004,Shipped,Motorcycles,S24_2360,Norway
10319,31,"81,73","2533,63",11/3/2004,Shipped,Motorcycles,S24_2360,USA
10330,42,"81,03","3403,26",11/16/2004,Shipped,Motorcycles,S24_2360,Philippines
10341,32,100,"3307,2",11/24/2004,Shipped,Motorcycles,S24_2360,Austria
10355,41,"70,65","2896,65",12/7/2004,Shipped,Motorcycles,S24_2360,Spain
10363,43,"61,23","2632,89",1/6/2005,Shipped,Motorcycles,S24_2360,Finland
10375,20,100,2046,2/3/2005,Shipped,Motorcycles,S24_2360,France
10390,35,"65,13","2279,55",3/4/2005,Shipped,Motorcycles,S24_2360,USA
10403,27,"79,65","2150,55",4/8/2005,Shipped,Motorcycles,S24_2360,UK
10110,43,"78,15","3360,45",3/18/2003,Shipped,Classic Cars,S24_2766,UK
10124,32,"72,7","2326,4",5/21/2003,Shipped,Classic Cars,S24_2766,USA
10148,21,"73,6","1545,6",9/11/2003,Shipped,Classic Cars,S24_2766,Australia
10161,20,100,"2144,6",10/17/2003,Shipped,Classic Cars,S24_2766,Denmark
10172,22,"74,51","1639,22",11/5/2003,Shipped,Classic Cars,S24_2766,USA
10182,36,"73,6","2649,6",11/12/2003,Shipped,Classic Cars,S24_2766,USA
10192,46,"83,6","3845,6",11/20/2003,Shipped,Classic Cars,S24_2766,USA
10204,47,"96,32","4527,04",12/2/2003,Shipped,Classic Cars,S24_2766,USA
10212,45,"88,14","3966,3",1/16/2004,Shipped,Classic Cars,S24_2766,Spain
10227,47,"88,14","4142,58",3/2/2004,Shipped,Classic Cars,S24_2766,France
10241,47,"94,5","4441,5",4/13/2004,Shipped,Classic Cars,S24_2766,France
10267,38,"87,24","3315,12",7/7/2004,Shipped,Classic Cars,S24_2766,USA
10279,49,"79,97","3918,53",8/9/2004,Shipped,Classic Cars,S24_2766,Spain
10288,35,"80,87","2830,45",9/1/2004,Shipped,Classic Cars,S24_2766,Singapore
10302,49,100,"5298,86",10/6/2003,Shipped,Classic Cars,S24_2766,UK
10311,28,"93,6","2620,8",10/16/2004,Shipped,Classic Cars,S24_2766,Spain
10321,30,"72,7",2181,11/4/2004,Shipped,Classic Cars,S24_2766,USA
10332,39,"86,72","3382,08",11/17/2004,Shipped,Classic Cars,S24_2766,UK
10346,25,100,"2876,75",11/29/2004,Shipped,Classic Cars,S24_2766,USA
10368,40,100,"4107,2",1/19/2005,Shipped,Classic Cars,S24_2766,USA
10380,36,"37,5",1350,2/16/2005,Shipped,Classic Cars,S24_2766,Spain
10407,76,"94,5",7182,4/22/2005,On Hold,Classic Cars,S24_2766,USA
10420,39,100,"3933,93",5/29/2005,In Process,Classic Cars,S24_2766,Australia
10104,44,"39,6","1742,4",1/31/2003,Shipped,Classic Cars,S24_2840,Spain
10114,24,"30,06","721,44",4/1/2003,Shipped,Classic Cars,S24_2840,France
10127,39,"38,19","1489,41",6/3/2003,Shipped,Classic Cars,S24_2840,USA
10141,21,"42,43","891,03",8/1/2003,Shipped,Classic Cars,S24_2840,Finland
10151,30,"40,31","1209,3",9/21/2003,Shipped,Classic Cars,S24_2840,Finland
10165,27,"31,82","859,14",10/22/2003,Shipped,Classic Cars,S24_2840,Singapore
10175,37,"31,12","1151,44",11/6/2003,Shipped,Classic Cars,S24_2840,UK
